"","buying","maint","doors","persons","lug_boot","safety","class"
"1587","med","high","4","4","big","high","acc"
"1588","high","med","3","more","med","low","unacc"
"1589","high","med","5more","more","big","low","unacc"
"1590","vhigh","med","5more","more","big","high","unacc"
"1591","vhigh","low","3","more","big","high","acc"
"1592","high","low","5more","4","small","med","unacc"
"1593","vhigh","med","4","4","small","med","unacc"
"1594","low","vhigh","2","more","small","high","acc"
"1595","vhigh","high","2","2","small","high","unacc"
"1596","vhigh","low","2","2","small","med","unacc"
"1597","med","vhigh","2","4","small","low","unacc"
"1598","low","vhigh","5more","more","big","low","unacc"
"1599","med","low","2","more","big","high","vgood"
"1600","med","vhigh","5more","4","med","high","acc"
"1601","vhigh","med","4","more","big","high","acc"
"1602","med","low","3","more","small","low","unacc"
"1603","vhigh","low","5more","more","small","low","unacc"
"1604","vhigh","low","4","more","small","high","acc"
"1605","high","med","2","2","big","low","unacc"
"1606","high","vhigh","4","2","big","med","unacc"
"1607","high","low","2","2","med","low","unacc"
"1608","low","low","3","more","med","low","unacc"
"1609","low","high","4","more","big","high","vgood"
"1610","vhigh","vhigh","4","4","med","med","acc"
"1611","high","vhigh","2","more","small","med","unacc"
"1612","med","high","2","more","med","high","acc"
"1613","low","med","3","4","small","high","acc"
"1614","high","vhigh","4","4","big","high","unacc"
"1615","med","high","2","more","small","med","unacc"
"1616","med","high","4","4","med","med","acc"
"1617","low","vhigh","3","2","small","low","unacc"
"1618","low","vhigh","3","2","med","med","unacc"
"1619","high","high","4","2","med","low","unacc"
"1620","med","high","4","4","med","low","unacc"
"1621","vhigh","med","3","more","small","high","acc"
"1622","high","vhigh","3","more","big","med","unacc"
"1623","vhigh","vhigh","2","4","med","high","unacc"
"1624","high","high","2","2","med","med","unacc"
"1625","vhigh","vhigh","4","more","med","med","unacc"
"1626","vhigh","med","2","4","big","low","unacc"
"1627","low","high","2","more","big","low","unacc"
"1628","med","low","3","more","med","low","unacc"
"1629","vhigh","vhigh","2","more","small","low","unacc"
"1630","low","high","4","2","small","low","acc"
"1631","high","med","2","more","med","high","acc"
"1632","high","low","5more","4","big","low","unacc"
"1633","med","vhigh","5more","more","big","high","acc"
"1634","high","vhigh","4","4","big","high","acc"
"1635","high","vhigh","5more","4","small","med","unacc"
"1636","vhigh","low","2","2","med","med","unacc"
"1637","vhigh","vhigh","3","more","big","low","unacc"
"1638","high","med","3","4","small","low","unacc"
"1639","high","high","3","4","med","high","acc"
"1640","low","med","5more","2","small","med","unacc"
"1641","vhigh","vhigh","4","4","big","low","unacc"
"1642","low","high","3","more","small","low","unacc"
"1643","vhigh","high","3","more","small","high","unacc"
"1644","vhigh","vhigh","5more","more","med","low","unacc"
"1645","med","high","5more","2","med","med","unacc"
"1646","low","med","2","4","med","high","good"
"1647","med","med","5more","4","big","high","vgood"
"1648","high","vhigh","4","4","big","low","unacc"
"1649","vhigh","high","3","4","big","low","unacc"
"1650","low","low","4","2","big","low","unacc"
"1651","high","low","4","4","med","low","unacc"
"1652","low","low","5more","4","big","high","good"
"1653","low","med","3","4","small","high","unacc"
"1654","vhigh","vhigh","3","more","small","high","unacc"
"1655","low","high","2","4","small","med","acc"
"1656","med","low","5more","2","big","low","unacc"
"1657","med","low","5more","4","big","low","unacc"
"1658","low","high","2","4","small","med","acc"
"1659","med","high","3","more","small","low","unacc"
"1660","high","med","5more","2","med","high","unacc"
"1661","vhigh","low","3","2","small","low","unacc"
"1662","vhigh","vhigh","2","2","small","high","unacc"
"1663","low","high","3","more","big","med","acc"
"1664","med","low","3","2","small","low","unacc"
"1665","vhigh","low","5more","4","med","high","unacc"
"1666","high","vhigh","2","more","med","low","unacc"
"1667","low","med","2","2","med","med","unacc"
"1668","low","vhigh","2","more","med","low","unacc"
"1669","vhigh","low","4","4","big","low","unacc"
"1670","low","med","3","2","big","high","unacc"
"1671","vhigh","high","5more","4","med","high","acc"
"1672","med","vhigh","2","4","med","med","acc"
"1673","low","high","5more","more","big","high","vgood"
"1674","vhigh","vhigh","5more","2","big","high","unacc"
"1675","med","low","2","4","med","low","unacc"
"1676","med","vhigh","5more","4","small","high","acc"
"1677","high","vhigh","2","2","big","med","unacc"
"1678","med","high","2","2","med","med","unacc"
"1679","med","high","5more","2","big","med","unacc"
"1680","vhigh","low","4","more","med","high","acc"
"1681","med","high","5more","more","small","high","acc"
"1682","vhigh","high","2","4","big","med","unacc"
"1683","low","med","2","2","big","low","unacc"
"1684","med","med","5more","4","big","med","acc"
"1685","high","vhigh","5more","2","med","low","unacc"
"1686","med","vhigh","2","4","small","med","unacc"
"1687","med","vhigh","2","more","big","high","acc"
"1688","high","med","4","2","small","low","unacc"
"1689","vhigh","low","3","more","small","med","acc"
"1690","low","med","4","2","big","low","unacc"
"1691","low","med","4","4","small","high","good"
"1692","low","high","4","2","small","low","acc"
"1693","med","vhigh","2","more","small","low","unacc"
"1694","vhigh","low","4","4","med","med","acc"
"1695","vhigh","low","5more","more","small","low","unacc"
"1696","low","vhigh","4","4","big","med","unacc"
"1697","high","low","2","4","small","med","unacc"
"1698","vhigh","med","2","4","small","med","unacc"
"1699","high","vhigh","3","4","med","high","unacc"
"1700","low","high","2","2","med","high","unacc"
"1701","vhigh","high","5more","4","small","low","unacc"
"1702","low","vhigh","5more","4","small","high","good"
"1703","vhigh","med","2","2","big","low","unacc"
"1704","med","high","3","more","small","low","unacc"
"1705","low","low","2","4","med","med","good"
"1706","med","med","5more","4","med","high","vgood"
"1707","vhigh","vhigh","4","2","med","med","unacc"
"1708","vhigh","med","2","4","small","low","unacc"
"1709","vhigh","vhigh","4","more","med","high","acc"
"1710","low","low","4","2","big","low","unacc"
"1711","vhigh","high","4","2","big","low","unacc"
"1712","high","low","2","more","med","high","acc"
"1713","high","vhigh","5more","4","small","med","unacc"
"1714","med","med","5more","4","big","high","vgood"
"1715","vhigh","vhigh","5more","4","small","high","unacc"
"1716","med","low","4","4","med","low","unacc"
"1717","low","vhigh","4","4","med","med","good"
"1718","med","low","2","2","med","low","unacc"
"1719","low","vhigh","3","2","med","med","unacc"
"1720","low","high","5more","2","small","high","unacc"
"1721","high","high","2","more","big","low","unacc"
"1722","med","vhigh","3","4","big","high","acc"
"1723","vhigh","high","4","more","small","low","unacc"
"1724","vhigh","med","2","2","big","low","unacc"
"1725","low","high","2","4","small","high","acc"
"1726","med","vhigh","4","4","small","high","acc"
"1727","high","med","5more","2","big","med","unacc"
"1728","med","vhigh","5more","more","med","med","acc"
"1729","med","low","4","more","med","low","unacc"
"1730","high","med","5more","2","small","high","unacc"
"1731","vhigh","vhigh","3","4","big","med","unacc"
"1732","med","high","3","4","big","high","acc"
"1733","med","low","5more","more","big","low","unacc"
"1734","high","vhigh","3","4","big","high","unacc"
"1735","med","high","2","2","med","high","unacc"
"1736","low","high","5more","more","big","high","vgood"
"1737","low","low","3","more","big","high","good"
"1738","low","med","3","more","small","high","unacc"
"1739","vhigh","high","4","more","big","high","unacc"
"1740","high","vhigh","5more","more","small","med","unacc"
"1741","low","vhigh","5more","more","small","high","unacc"
"1742","high","med","2","more","big","high","acc"
"1743","high","high","4","4","med","high","acc"
"1744","low","med","3","4","small","high","good"
"1745","med","vhigh","2","4","med","med","acc"
"1746","med","low","3","more","small","med","good"
"1747","med","low","4","2","med","low","unacc"
"1748","low","low","2","2","big","low","unacc"
"1749","high","med","3","2","big","low","unacc"
"1750","vhigh","low","4","more","small","low","acc"
"1751","vhigh","high","4","more","small","med","unacc"
"1752","high","low","5more","2","med","high","unacc"
"1753","low","vhigh","5more","more","med","high","good"
"1754","med","vhigh","2","2","big","high","unacc"
"1755","low","med","5more","2","small","low","unacc"
"1756","low","low","3","2","med","high","unacc"
"1757","med","vhigh","5more","2","big","med","unacc"
"1758","low","vhigh","2","more","small","low","unacc"
"1759","vhigh","low","5more","4","small","low","unacc"
"1760","vhigh","high","2","4","small","low","unacc"
"1761","vhigh","med","3","4","big","low","unacc"
"1762","high","vhigh","5more","2","big","high","unacc"
"1763","high","high","2","more","small","high","unacc"
"1764","high","vhigh","3","2","med","med","unacc"
"1765","low","med","4","4","small","med","unacc"
"1766","low","med","3","4","big","low","unacc"
"1767","high","high","4","4","med","low","unacc"
"1768","high","low","2","more","small","low","unacc"
"1769","med","med","5more","2","med","med","unacc"
"1770","med","low","5more","more","big","med","good"
"1771","vhigh","vhigh","2","more","big","med","unacc"
"1772","high","high","3","more","med","low","unacc"
"1773","low","high","4","4","med","high","vgood"
"1774","med","low","4","more","small","med","acc"
"1775","vhigh","high","3","4","big","med","unacc"
"1776","low","low","5more","4","big","high","good"
"1777","high","med","4","2","small","high","unacc"
"1778","vhigh","med","2","4","small","low","unacc"
"1779","high","vhigh","4","2","med","high","unacc"
"1780","high","high","5more","more","med","low","unacc"
"1781","med","low","5more","more","big","low","unacc"
"1782","med","med","2","2","small","high","unacc"
"1783","med","high","2","2","small","low","unacc"
"1784","low","high","3","2","med","high","unacc"
"1785","high","vhigh","2","4","big","low","unacc"
"1786","high","high","2","4","small","med","unacc"
"1787","vhigh","med","3","4","med","med","acc"
"1788","high","vhigh","5more","2","small","med","unacc"
"1789","low","low","5more","4","med","low","unacc"
"1790","low","low","2","4","small","med","acc"
"1791","vhigh","low","4","2","big","med","unacc"
"1792","high","vhigh","5more","2","med","low","unacc"
"1793","low","high","5more","more","med","high","vgood"
"1794","vhigh","med","3","more","big","high","acc"
"1795","high","low","5more","more","med","high","acc"
"1796","low","high","4","more","big","low","unacc"
"1797","low","high","2","2","small","med","unacc"
"1798","low","low","2","2","med","med","unacc"
"1799","high","vhigh","3","2","small","med","unacc"
"1800","med","med","2","2","small","med","unacc"
"1801","med","low","5more","more","med","med","acc"
"1802","med","med","4","more","big","med","acc"
"1803","med","low","3","more","big","med","good"
"1804","med","low","5more","more","small","med","good"
"1805","high","med","2","more","big","med","acc"
"1806","high","low","5more","more","small","med","unacc"
"1807","high","high","4","2","big","med","unacc"
"1808","high","high","3","4","med","med","unacc"
"1809","vhigh","vhigh","2","2","small","med","unacc"
"1810","high","high","4","4","small","med","unacc"
"1811","low","high","3","4","med","med","acc"
"1812","vhigh","vhigh","2","2","small","med","unacc"
"1813","vhigh","med","2","4","small","low","unacc"
"1814","low","vhigh","5more","more","small","high","acc"
"1815","med","high","3","more","small","low","unacc"
"1816","high","high","2","4","big","med","acc"
"1817","high","low","5more","4","med","low","unacc"
"1818","vhigh","high","2","4","small","high","unacc"
"1819","high","vhigh","2","2","small","high","unacc"
"1820","vhigh","high","2","more","big","med","unacc"
"1821","low","low","4","2","big","low","unacc"
"1822","vhigh","high","4","4","small","low","unacc"
"1823","med","low","3","4","small","low","unacc"
"1824","med","vhigh","2","2","small","low","unacc"
"1825","high","med","5more","more","small","low","unacc"
"1826","med","vhigh","2","2","small","med","unacc"
